,price,area,flat_type,locality,distance_prague_km,district,city
969,13000,54,3+1,"Plzeň - Jižní Předměstí, okres Plzeň-město",85.08840141102465,Plzeň - Jižní Předměstí,Plzeň
971,7000,34,2+kk,"Plzeň - Severní Předměstí, okres Plzeň-město",83.3266010597124,Plzeň - Severní Předměstí,Plzeň
972,8000,35,2+kk,"Plzeň - Jižní Předměstí, okres Plzeň-město",84.91631556782113,Plzeň - Jižní Předměstí,Plzeň
973,8000,40,2+1,"Plzeň - Severní Předměstí, okres Plzeň-město",84.94187937961719,Plzeň - Severní Předměstí,Plzeň
974,11000,20,2+kk,"Plzeň - Jižní Předměstí, okres Plzeň-město",84.68637008198792,Plzeň - Jižní Předměstí,Plzeň
975,11000,48,4+1,"Plzeň - Bolevec, okres Plzeň-město",83.5703288327162,Plzeň - Bolevec,Plzeň
977,8000,29,2+kk,"Plzeň - Jižní Předměstí, okres Plzeň-město",84.34890231732487,Plzeň - Jižní Předměstí,Plzeň
979,6000,18,1+kk,"Plzeň - Bolevec, okres Plzeň-město",83.76489736104632,Plzeň - Bolevec,Plzeň
980,9000,31,2+kk,"Dobřany, okres Plzeň-jih",95.7080492346441,Dobřany,Dobřany
983,5000,11,1+kk,"Plzeň - Doubravka, okres Plzeň-město",80.45742676595432,Plzeň - Doubravka,Plzeň
984,7000,21,1+1,"Plzeň - Bolevec, okres Plzeň-město",83.08180345823277,Plzeň - Bolevec,Plzeň
985,8000,45,2+1,"Plzeň - Vnitřní Město, okres Plzeň-město",83.77777740460213,Plzeň - Vnitřní Město,Plzeň
986,10000,46,3+1,"Plzeň - Severní Předměstí, okres Plzeň-město",83.44792774378527,Plzeň - Severní Předměstí,Plzeň
987,8000,39,2+1,"Plzeň - Jižní Předměstí, okres Plzeň-město",84.08494834449954,Plzeň - Jižní Předměstí,Plzeň
991,7000,16,1+kk,Tachov,132.3232801588587,Tachov,Tachov
992,8000,16,1+kk,"Plzeň - Jižní Předměstí, okres Plzeň-město",86.30425396692402,Plzeň - Jižní Předměstí,Plzeň
993,6000,19,1+kk,Tachov,132.53511357001048,Tachov,Tachov
995,7000,26,1+1,"Plzeň - Severní Předměstí, okres Plzeň-město",83.84869909615789,Plzeň - Severní Předměstí,Plzeň
996,8000,20,1+kk,"Plzeň - Bolevec, okres Plzeň-město",83.74510725383713,Plzeň - Bolevec,Plzeň
998,9000,26,1+1,"Plzeň - Jižní Předměstí, okres Plzeň-město",84.53598407952799,Plzeň - Jižní Předměstí,Plzeň
1001,7000,17,1+kk,"Plzeň - Jižní Předměstí, okres Plzeň-město",85.98616645510398,Plzeň - Jižní Předměstí,Plzeň
1002,7000,35,2+kk,"Plzeň - Východní Předměstí, okres Plzeň-město",83.22519575645737,Plzeň - Východní Předměstí,Plzeň
1006,7000,23,1+1,"Plzeň - Východní Předměstí, okres Plzeň-město",83.03374113178624,Plzeň - Východní Předměstí,Plzeň
1007,9000,35,2+kk,"Plzeň - Jižní Předměstí, okres Plzeň-město",84.684558781451,Plzeň - Jižní Předměstí,Plzeň
1008,7000,20,1+kk,"Plzeň - Jižní Předměstí, okres Plzeň-město",84.684558781451,Plzeň - Jižní Předměstí,Plzeň
1009,5000,16,1+kk,"Plzeň - Jižní Předměstí, okres Plzeň-město",84.67558031530578,Plzeň - Jižní Předměstí,Plzeň
1010,6000,23,1+1,"Plzeň - Severní Předměstí, okres Plzeň-město",84.71890726342383,Plzeň - Severní Předměstí,Plzeň
1011,8000,34,2+1,"Plzeň - Východní Předměstí, okres Plzeň-město",83.51224878714473,Plzeň - Východní Předměstí,Plzeň
1013,10000,34,2+1,"Plzeň - Doubravka, okres Plzeň-město",80.77754153128942,Plzeň - Doubravka,Plzeň
1015,7000,17,1+1,"Plzeň - Lobzy, okres Plzeň-město",81.79566487143765,Plzeň - Lobzy,Plzeň
1016,7000,24,1+1,Tachov,131.94319062264034,Tachov,Tachov
1017,8000,33,2+1,"Plzeň - Lobzy, okres Plzeň-město",81.61664166636155,Plzeň - Lobzy,Plzeň
1021,11000,47,4+1,"Plzeň - Severní Předměstí, okres Plzeň-město",83.19542145254799,Plzeň - Severní Předměstí,Plzeň
1026,15000,65,4+kk,"Plzeň - Severní Předměstí, okres Plzeň-město",85.05729013615364,Plzeň - Severní Předměstí,Plzeň
1027,8000,21,1+kk,"Plzeň - Vnitřní Město, okres Plzeň-město",83.64723267920205,Plzeň - Vnitřní Město,Plzeň
1028,8000,28,2+kk,"Plzeň - Východní Předměstí, okres Plzeň-město",83.42788085334972,Plzeň - Východní Předměstí,Plzeň
1029,7000,16,1+1,"Plzeň - Východní Předměstí, okres Plzeň-město",83.49527653461116,Plzeň - Východní Předměstí,Plzeň
1030,7000,40,2+1,"Dobřany, okres Plzeň-jih",94.48385177141625,Dobřany,Dobřany
1031,5000,16,1+kk,"Dobřany, okres Plzeň-jih",93.85683804413641,Dobřany,Dobřany
1032,7000,25,2+kk,"Plzeň - Severní Předměstí, okres Plzeň-město",83.48349586443469,Plzeň - Severní Předměstí,Plzeň
1034,9000,35,2+kk,"Plzeň - Jižní Předměstí, okres Plzeň-město",84.87189548711225,Plzeň - Jižní Předměstí,Plzeň
1036,8000,60,2+1,"Plzeň - Vnitřní Město, okres Plzeň-město",84.03614048306646,Plzeň - Vnitřní Město,Plzeň
1042,17000,77,4+kk,"Plzeň - Jižní Předměstí, okres Plzeň-město",85.64289592972179,Plzeň - Jižní Předměstí,Plzeň
1046,9000,49,2+1,"Plzeň - Jižní Předměstí, okres Plzeň-město",84.02196270860132,Plzeň - Jižní Předměstí,Plzeň
1048,13000,48,4+1,"Plzeň - Bolevec, okres Plzeň-město",82.4779245568487,Plzeň - Bolevec,Plzeň
1052,10000,42,3+kk,"Plzeň - Jižní Předměstí, okres Plzeň-město",84.91378255024213,Plzeň - Jižní Předměstí,Plzeň
1053,12000,26,2+1,"Plzeň - Jižní Předměstí, okres Plzeň-město",86.36828016072279,Plzeň - Jižní Předměstí,Plzeň
1054,5000,16,1+kk,"Plzeň - Vnitřní Město, okres Plzeň-město",83.8154206822348,Plzeň - Vnitřní Město,Plzeň
1056,13000,39,2+kk,"Plzeň - Skvrňany, okres Plzeň-město",88.34571373714357,Plzeň - Skvrňany,Plzeň
1058,13000,69,3+1,"Plzeň - Jižní Předměstí, okres Plzeň-město",85.0000169929822,Plzeň - Jižní Předměstí,Plzeň
1061,11000,19,1+kk,"Plzeň - Východní Předměstí, okres Plzeň-město",83.62047404398231,Plzeň - Východní Předměstí,Plzeň
1064,6000,23,1+1,"Plzeň - Bolevec, okres Plzeň-město",83.1199917453634,Plzeň - Bolevec,Plzeň
1067,13000,47,3+kk,"Plzeň - Východní Předměstí, okres Plzeň-město",83.77169422996774,Plzeň - Východní Předměstí,Plzeň
1071,13000,51,3+kk,"Plzeň - Jižní Předměstí, okres Plzeň-město",84.32667673891855,Plzeň - Jižní Předměstí,Plzeň
1073,11000,50,3+kk,"Plzeň - Jižní Předměstí, okres Plzeň-město",84.96660681404386,Plzeň - Jižní Předměstí,Plzeň
1075,10000,41,3+kk,"Plzeň - Skvrňany, okres Plzeň-město",87.36448159599149,Plzeň - Skvrňany,Plzeň
1076,12000,48,2+1,"Plzeň - Skvrňany, okres Plzeň-město",87.27268220557652,Plzeň - Skvrňany,Plzeň
1077,10000,41,3+1,"Plzeň - Skvrňany, okres Plzeň-město",87.27268220557652,Plzeň - Skvrňany,Plzeň
1078,8000,38,2+kk,"Plzeň - Východní Předměstí, okres Plzeň-město",83.82359722851483,Plzeň - Východní Předměstí,Plzeň
1079,12000,48,2+1,"Plzeň - Skvrňany, okres Plzeň-město",87.27268220557652,Plzeň - Skvrňany,Plzeň
1082,8000,23,1+1,"Plzeň - Bolevec, okres Plzeň-město",83.60032693271681,Plzeň - Bolevec,Plzeň
1083,11000,48,2+1,"Plzeň - Jižní Předměstí, okres Plzeň-město",84.41433579560659,Plzeň - Jižní Předměstí,Plzeň
1088,5000,15,1+kk,"Plzeň - Východní Předměstí, okres Plzeň-město",83.23565773263452,Plzeň - Východní Předměstí,Plzeň
1090,7000,38,2+1,"Dobřany, okres Plzeň-jih",94.50413165075551,Dobřany,Dobřany
1091,9000,28,2+kk,"Plzeň - Jižní Předměstí, okres Plzeň-město",84.34975004941295,Plzeň - Jižní Předměstí,Plzeň
1094,8000,29,2+kk,"Plzeň - Severní Předměstí, okres Plzeň-město",83.58200865601165,Plzeň - Severní Předměstí,Plzeň
1095,8000,26,2+kk,"Plzeň - Bolevec, okres Plzeň-město",83.89968418722084,Plzeň - Bolevec,Plzeň
1098,8000,29,2+1,"Plzeň - Jižní Předměstí, okres Plzeň-město",84.92907850369572,Plzeň - Jižní Předměstí,Plzeň
1099,8000,17,1+kk,"Plzeň - Jižní Předměstí, okres Plzeň-město",84.65866532105773,Plzeň - Jižní Předměstí,Plzeň
1100,6000,36,2+1,"Plzeň - Jižní Předměstí, okres Plzeň-město",84.02196270860132,Plzeň - Jižní Předměstí,Plzeň
1101,10000,31,2+kk,"Dobřany, okres Plzeň-jih",94.23120739736375,Dobřany,Dobřany
1102,9000,26,2+kk,"Dobřany, okres Plzeň-jih",94.23120739736375,Dobřany,Dobřany
1106,7000,16,1+kk,"Plzeň - Východní Předměstí, okres Plzeň-město",84.32583211058116,Plzeň - Východní Předměstí,Plzeň
1107,8000,39,2+1,"Plzeň - Doubravka, okres Plzeň-město",80.94266012575864,Plzeň - Doubravka,Plzeň
1108,12000,38,3+kk,"Plzeň - Jižní Předměstí, okres Plzeň-město",84.39601788312453,Plzeň - Jižní Předměstí,Plzeň
1109,6000,34,2+1,"Plzeň - Východní Předměstí, okres Plzeň-město",83.17318309888608,Plzeň - Východní Předměstí,Plzeň
1111,11000,45,4+1,"Plzeň - Severní Předměstí, okres Plzeň-město",83.5920354675386,Plzeň - Severní Předměstí,Plzeň
1112,6000,34,2+1,"Plzeň - Východní Předměstí, okres Plzeň-město",83.17318309888608,Plzeň - Východní Předměstí,Plzeň
1113,17000,87,4+kk,"Plzeň - Východní Předměstí, okres Plzeň-město",84.32583211058116,Plzeň - Východní Předměstí,Plzeň
1114,12000,32,2+1,"Plzeň - Jižní Předměstí, okres Plzeň-město",86.30425396692402,Plzeň - Jižní Předměstí,Plzeň
1115,9000,33,2+kk,"Dobřany, okres Plzeň-jih",93.64111267004097,Dobřany,Dobřany
1119,7000,33,2+kk,"Plzeň - Jižní Předměstí, okres Plzeň-město",84.8614334702735,Plzeň - Jižní Předměstí,Plzeň
1121,7000,29,2+kk,"Plzeň - Jižní Předměstí, okres Plzeň-město",85.53130663958133,Plzeň - Jižní Předměstí,Plzeň
1122,15000,53,3+kk,"Plzeň - Severní Předměstí, okres Plzeň-město",83.60146093746307,Plzeň - Severní Předměstí,Plzeň
1123,4000,9,other,"Plzeň - Jižní Předměstí, okres Plzeň-město",84.64099333480394,Plzeň - Jižní Předměstí,Plzeň
1128,8000,29,2+kk,"Plzeň - Jižní Předměstí, okres Plzeň-město",85.42965873897398,Plzeň - Jižní Předměstí,Plzeň
1129,5000,11,1+kk,"Plzeň - Lobzy, okres Plzeň-město",82.06830628134902,Plzeň - Lobzy,Plzeň
1130,5000,18,1+kk,"Plzeň - Severní Předměstí, okres Plzeň-město",84.81477225518822,Plzeň - Severní Předměstí,Plzeň
1135,12000,44,2+kk,"Plzeň - Jižní Předměstí, okres Plzeň-město",84.91243619199042,Plzeň - Jižní Předměstí,Plzeň
1140,7000,25,1+kk,"Plzeň - Lobzy, okres Plzeň-město",83.05502172953926,Plzeň - Lobzy,Plzeň
1144,15000,46,2+kk,"Plzeň - Východní Předměstí, okres Plzeň-město",83.59960399552195,Plzeň - Východní Předměstí,Plzeň
1145,11000,38,2+kk,"Plzeň - Skvrňany, okres Plzeň-město",87.39467236971927,Plzeň - Skvrňany,Plzeň
1148,11000,30,2+kk,"Dobřany, okres Plzeň-jih",94.53210336965455,Dobřany,Dobřany
1151,7000,29,2+kk,"Plzeň - Východní Předměstí, okres Plzeň-město",83.59687927519869,Plzeň - Východní Předměstí,Plzeň
1154,8000,19,1+kk,"Plzeň - Skvrňany, okres Plzeň-město",87.39467236971927,Plzeň - Skvrňany,Plzeň
1156,5000,7,other,"Plzeň - Lobzy, okres Plzeň-město",82.74850417168892,Plzeň - Lobzy,Plzeň
1157,6000,20,1+1,"Dobřany, okres Plzeň-jih",93.90331837015957,Dobřany,Dobřany
1159,6000,21,1+1,"Plzeň - Skvrňany, okres Plzeň-město",87.2143853807688,Plzeň - Skvrňany,Plzeň
1161,9000,35,2+kk,"Plzeň - Jižní Předměstí, okres Plzeň-město",84.684558781451,Plzeň - Jižní Předměstí,Plzeň
1166,10000,33,2+kk,"Plzeň - Východní Předměstí, okres Plzeň-město",83.88629956034563,Plzeň - Východní Předměstí,Plzeň
1168,7000,26,1+kk,"Plzeň - Jižní Předměstí, okres Plzeň-město",85.07750339987227,Plzeň - Jižní Předměstí,Plzeň
1171,11000,34,2+1,"Plzeň - Lobzy, okres Plzeň-město",81.90109647744262,Plzeň - Lobzy,Plzeň
1172,5000,10,other,"Plzeň - Jižní Předměstí, okres Plzeň-město",84.64099333480394,Plzeň - Jižní Předměstí,Plzeň
1173,11000,42,3+kk,"Dobřany, okres Plzeň-jih",93.93528388758152,Dobřany,Dobřany
1174,11000,44,3+kk,"Dobřany, okres Plzeň-jih",93.93528388758152,Dobřany,Dobřany
1175,12000,32,2+1,"Plzeň - Jižní Předměstí, okres Plzeň-město",86.411996734594,Plzeň - Jižní Předměstí,Plzeň
1176,6000,21,1+1,"Plzeň - Skvrňany, okres Plzeň-město",87.2143853807688,Plzeň - Skvrňany,Plzeň
1178,8000,35,2+kk,"Plzeň - Jižní Předměstí, okres Plzeň-město",84.684558781451,Plzeň - Jižní Předměstí,Plzeň
1184,10000,33,2+kk,"Plzeň - Východní Předměstí, okres Plzeň-město",83.88629956034563,Plzeň - Východní Předměstí,Plzeň
1186,7000,26,1+kk,"Plzeň - Jižní Předměstí, okres Plzeň-město",85.07750339987227,Plzeň - Jižní Předměstí,Plzeň
1189,11000,34,2+1,"Plzeň - Lobzy, okres Plzeň-město",81.90109647744262,Plzeň - Lobzy,Plzeň
1190,5000,10,other,"Plzeň - Jižní Předměstí, okres Plzeň-město",84.64099333480394,Plzeň - Jižní Předměstí,Plzeň
1191,11000,42,3+kk,"Dobřany, okres Plzeň-jih",93.93528388758152,Dobřany,Dobřany
1192,11000,44,3+kk,"Dobřany, okres Plzeň-jih",93.93528388758152,Dobřany,Dobřany
1193,8000,23,2+kk,"Dobřany, okres Plzeň-jih",93.93528388758152,Dobřany,Dobřany
1197,10000,47,3+1,"Plzeň - Jižní Předměstí, okres Plzeň-město",85.07750339987227,Plzeň - Jižní Předměstí,Plzeň
1198,10000,47,3+1,"Plzeň - Jižní Předměstí, okres Plzeň-město",85.07750339987227,Plzeň - Jižní Předměstí,Plzeň
1199,10000,47,3+1,"Plzeň - Jižní Předměstí, okres Plzeň-město",85.07750339987227,Plzeň - Jižní Předměstí,Plzeň
1200,10000,47,3+1,"Plzeň - Jižní Předměstí, okres Plzeň-město",85.07750339987227,Plzeň - Jižní Předměstí,Plzeň
1204,8000,34,1+1,"Plzeň - Jižní Předměstí, okres Plzeň-město",84.65997423693496,Plzeň - Jižní Předměstí,Plzeň
1210,4000,11,other,"Plzeň - Lobzy, okres Plzeň-město",81.92662189563875,Plzeň - Lobzy,Plzeň
1212,8000,41,2+kk,"Plzeň - Východní Předměstí, okres Plzeň-město",83.82359722851483,Plzeň - Východní Předměstí,Plzeň
1213,6000,20,1+kk,"Plzeň - Východní Předměstí, okres Plzeň-město",83.82359722851483,Plzeň - Východní Předměstí,Plzeň
1215,8000,31,1+kk,"Plzeň - Bolevec, okres Plzeň-město",82.18312456982962,Plzeň - Bolevec,Plzeň
1216,8000,38,2+kk,"Plzeň - Vnitřní Město, okres Plzeň-město",84.09850743463832,Plzeň - Vnitřní Město,Plzeň
1217,7000,24,1+1,"Plzeň - Doubravka, okres Plzeň-město",81.07026302018583,Plzeň - Doubravka,Plzeň
1222,12000,54,3+1,"Plzeň - Jižní Předměstí, okres Plzeň-město",84.39601788312453,Plzeň - Jižní Předměstí,Plzeň
1223,8000,34,1+1,"Plzeň - Jižní Předměstí, okres Plzeň-město",84.91631556782113,Plzeň - Jižní Předměstí,Plzeň
1226,5000,20,1+1,"Plzeň - Východní Předměstí, okres Plzeň-město",83.82330590150971,Plzeň - Východní Předměstí,Plzeň
1228,15000,49,2+kk,"Plzeň - Východní Předměstí, okres Plzeň-město",83.2746744906128,Plzeň - Východní Předměstí,Plzeň
1229,15000,46,2+kk,"Plzeň - Východní Předměstí, okres Plzeň-město",83.2746744906128,Plzeň - Východní Předměstí,Plzeň
1232,9000,47,3+kk,"Plzeň - Jižní Předměstí, okres Plzeň-město",84.08494834449954,Plzeň - Jižní Předměstí,Plzeň
1233,7000,19,1+kk,"Plzeň - Východní Předměstí, okres Plzeň-město",82.9201786469304,Plzeň - Východní Předměstí,Plzeň
1237,7000,31,2+1,Sokolov,126.03244703677261,Sokolov,Sokolov
1239,7000,18,1+kk,"Karlovy Vary - Drahovice, okres Karlovy Vary",109.69786545472196,Karlovy Vary - Drahovice,Karlovy Vary
1240,5000,23,1+1,Karlovy Vary,112.21875277613127,Karlovy Vary,Karlovy Vary
1242,10000,53,3+1,Karlovy Vary,112.34375707258893,Karlovy Vary,Karlovy Vary
1244,5000,25,1+kk,"Nejdek, okres Karlovy Vary",122.85215012987842,Nejdek,Nejdek
1245,8000,50,3+1,"Karlovy Vary - Rybáře, okres Karlovy Vary",113.3266367382353,Karlovy Vary - Rybáře,Karlovy Vary
1246,7000,28,2+1,Karlovy Vary,110.91480613918675,Karlovy Vary,Karlovy Vary
1249,8000,36,2+1,"Karlovy Vary - Stará Role, okres Karlovy Vary",114.3445043095559,Karlovy Vary - Stará Role,Karlovy Vary
1250,5000,21,1+1,"Mariánské Lázně - Úšovice, okres Cheb",123.39942040880022,Mariánské Lázně - Úšovice,Mariánské Lázně
1251,8000,39,3+kk,"Chodov, okres Sokolov",121.17184614006712,Chodov,Chodov
1252,7000,41,2+1,"Karlovy Vary - Drahovice, okres Karlovy Vary",111.61901181165099,Karlovy Vary - Drahovice,Karlovy Vary
1253,8000,35,2+1,Sokolov,125.80654545129781,Sokolov,Sokolov
1254,5000,31,2+1,"Kraslice, okres Sokolov",139.4322771147635,Kraslice,Kraslice
1255,4000,23,1+1,"Kraslice, okres Sokolov",139.66000971233808,Kraslice,Kraslice
1256,7000,26,2+1,Cheb,146.9851364429779,Cheb,Cheb
1257,4000,34,2+1,"Chodov, okres Sokolov",121.11744733606064,Chodov,Chodov
1258,7000,36,2+1,"Karlovy Vary - Rybáře, okres Karlovy Vary",112.64737004410078,Karlovy Vary - Rybáře,Karlovy Vary
1259,10000,52,3+1,Karlovy Vary,111.66837350046283,Karlovy Vary,Karlovy Vary
1260,6000,37,2+1,"Karlovy Vary - Drahovice, okres Karlovy Vary",110.65357083891546,Karlovy Vary - Drahovice,Karlovy Vary
1261,10000,35,3+kk,Cheb,146.51743177816127,Cheb,Cheb
1263,4000,13,1+kk,Sokolov,125.41055941963391,Sokolov,Sokolov
1264,6000,32,2+1,"Chodov, okres Sokolov",121.34776983134446,Chodov,Chodov
1265,9000,38,2+1,"Mariánské Lázně, okres Cheb",123.98355184037318,Mariánské Lázně,Mariánské Lázně
1266,5000,32,2+1,"Horní Slavkov, okres Sokolov",116.23050584566987,Horní Slavkov,Horní Slavkov
1267,8000,35,3+1,"Karlovy Vary - Drahovice, okres Karlovy Vary",111.47292617658216,Karlovy Vary - Drahovice,Karlovy Vary
1269,14000,47,2+kk,"Mariánské Lázně - Úšovice, okres Cheb",123.50430064024064,Mariánské Lázně - Úšovice,Mariánské Lázně
1270,11000,51,2+1,Karlovy Vary,112.00509850321892,Karlovy Vary,Karlovy Vary
1271,15000,48,3+kk,Karlovy Vary,113.21606583929317,Karlovy Vary,Karlovy Vary
1272,14000,68,3+1,"Mariánské Lázně - Úšovice, okres Cheb",123.7316444093746,Mariánské Lázně - Úšovice,Mariánské Lázně
1273,6000,16,1+kk,"Mariánské Lázně, okres Cheb",124.81062494668195,Mariánské Lázně,Mariánské Lázně
1274,9000,33,3+1,Cheb,147.09517195988948,Cheb,Cheb
1276,7000,33,2+1,Cheb,146.5307578321262,Cheb,Cheb
1277,8000,43,3+1,"Chodov, okres Sokolov",120.81805144169726,Chodov,Chodov
1278,5000,18,1+1,Cheb,146.77958959869565,Cheb,Cheb
1280,8000,35,2+1,Cheb,146.60540426336956,Cheb,Cheb
1281,4000,23,1+1,"Horní Slavkov, okres Sokolov",116.15897653806871,Horní Slavkov,Horní Slavkov
1283,8000,32,2+1,"Aš, okres Cheb",160.4712176784707,Aš,Aš
1284,6000,27,1+kk,"Františkovy Lázně, okres Cheb",148.4449496865236,Františkovy Lázně,Františkovy Lázně
1285,14000,101,atypické,"Aš, okres Cheb",159.47561036457992,Aš,Aš
1286,8000,36,2+1,"Karlovy Vary - Stará Role, okres Karlovy Vary",115.33328648983942,Karlovy Vary - Stará Role,Karlovy Vary
1287,4000,13,1+kk,"Kraslice, okres Sokolov",139.56221815560718,Kraslice,Kraslice
1288,5000,16,1+1,Sokolov,126.9014700751277,Sokolov,Sokolov
1289,4000,22,2+kk,"Kraslice, okres Sokolov",138.16993685348106,Kraslice,Kraslice
1290,7000,17,1+kk,"Mariánské Lázně - Úšovice, okres Cheb",124.14092031761554,Mariánské Lázně - Úšovice,Mariánské Lázně
1291,7000,17,1+kk,"Mariánské Lázně - Úšovice, okres Cheb",124.14092031761554,Mariánské Lázně - Úšovice,Mariánské Lázně
1292,4000,31,2+1,"Horní Slavkov, okres Sokolov",116.31006152130188,Horní Slavkov,Horní Slavkov
1293,4000,29,2+1,"Horní Slavkov, okres Sokolov",115.09491780932873,Horní Slavkov,Horní Slavkov
1294,6000,35,2+1,Karlovy Vary,112.00728673036113,Karlovy Vary,Karlovy Vary
1295,10000,23,1+kk,"Mariánské Lázně - Úšovice, okres Cheb",124.14092031761554,Mariánské Lázně - Úšovice,Mariánské Lázně
1296,8000,32,2+1,"Aš, okres Cheb",160.4712176784707,Aš,Aš
1297,6000,27,1+kk,"Františkovy Lázně, okres Cheb",148.4449496865236,Františkovy Lázně,Františkovy Lázně
1298,14000,101,atypické,"Aš, okres Cheb",159.47561036457992,Aš,Aš
1299,4000,13,1+kk,"Kraslice, okres Sokolov",139.56221815560718,Kraslice,Kraslice
1301,5000,32,2+1,"Aš, okres Cheb",159.5600925980803,Aš,Aš
1302,5000,16,1+1,Sokolov,126.9014700751277,Sokolov,Sokolov
1303,4000,22,2+kk,"Kraslice, okres Sokolov",138.16993685348106,Kraslice,Kraslice
1304,7000,17,1+kk,"Mariánské Lázně - Úšovice, okres Cheb",124.14092031761554,Mariánské Lázně - Úšovice,Mariánské Lázně
1305,4000,31,2+1,"Horní Slavkov, okres Sokolov",116.31006152130188,Horní Slavkov,Horní Slavkov
1306,4000,29,2+1,"Horní Slavkov, okres Sokolov",115.09491780932873,Horní Slavkov,Horní Slavkov
1307,7000,42,3+1,"Kraslice, okres Sokolov",139.4402701794182,Kraslice,Kraslice
1308,6000,35,2+1,Karlovy Vary,112.00728673036113,Karlovy Vary,Karlovy Vary
1309,10000,53,3+1,"Mariánské Lázně, okres Cheb",123.96962251791983,Mariánské Lázně,Mariánské Lázně
1310,10000,23,1+kk,"Mariánské Lázně - Úšovice, okres Cheb",124.14092031761554,Mariánské Lázně - Úšovice,Mariánské Lázně
1311,6000,13,1+kk,"Mariánské Lázně, okres Cheb",124.04198538620503,Mariánské Lázně,Mariánské Lázně
1312,5000,17,1+1,Karlovy Vary,110.66581458040831,Karlovy Vary,Karlovy Vary
1313,7000,39,3+1,"Kraslice, okres Sokolov",138.30577648499175,Kraslice,Kraslice
1315,10000,45,3+1,Karlovy Vary,110.78212772292828,Karlovy Vary,Karlovy Vary
1318,10000,23,1+kk,"Mariánské Lázně - Úšovice, okres Cheb",124.14092031761554,Mariánské Lázně - Úšovice,Mariánské Lázně
1319,5000,12,1+kk,"Chodov, okres Sokolov",121.07619271320384,Chodov,Chodov
1320,8000,36,2+1,"Mariánské Lázně - Úšovice, okres Cheb",123.59208522441433,Mariánské Lázně - Úšovice,Mariánské Lázně
1322,8000,48,2+kk,Karlovy Vary,111.95797219093716,Karlovy Vary,Karlovy Vary
1323,5000,32,2+1,"Horní Slavkov, okres Sokolov",116.02002907750807,Horní Slavkov,Horní Slavkov
1324,12000,51,3+kk,"Mariánské Lázně, okres Cheb",124.15895725025776,Mariánské Lázně,Mariánské Lázně
1326,7000,23,2+kk,"Karlovy Vary - Drahovice, okres Karlovy Vary",110.85473958100066,Karlovy Vary - Drahovice,Karlovy Vary
1327,6000,31,2+1,Sokolov,126.07802440878541,Sokolov,Sokolov
1328,10000,29,2+kk,"Mariánské Lázně, okres Cheb",124.81062494668195,Mariánské Lázně,Mariánské Lázně
1329,7000,37,2+1,Sokolov,125.46762039971283,Sokolov,Sokolov
1330,4000,23,1+1,"Kraslice, okres Sokolov",139.66463681612564,Kraslice,Kraslice
1331,4000,22,1+kk,Sokolov,127.93621310216953,Sokolov,Sokolov
1332,4000,20,1+1,"Habartov, okres Sokolov",134.36685336553484,Habartov,Habartov
1333,5000,27,2+kk,"Chodov, okres Sokolov",121.0886235347838,Chodov,Chodov
1335,10000,37,2+kk,"Karlovy Vary - Rybáře, okres Karlovy Vary",112.73913713103826,Karlovy Vary - Rybáře,Karlovy Vary
1337,10000,23,1+kk,"Mariánské Lázně - Úšovice, okres Cheb",124.14092031761554,Mariánské Lázně - Úšovice,Mariánské Lázně
1339,7000,19,1+1,"Mariánské Lázně, okres Cheb",123.63567291756488,Mariánské Lázně,Mariánské Lázně
1340,4000,30,3+kk,"Chodov, okres Sokolov",121.3047745910853,Chodov,Chodov
1341,5000,22,1+1,"Chodov, okres Sokolov",121.46194185250545,Chodov,Chodov
1342,8000,44,3+1,Cheb,146.29101861582475,Cheb,Cheb
1343,9000,39,3+kk,"Františkovy Lázně, okres Cheb",148.5375482558927,Františkovy Lázně,Františkovy Lázně
1344,6000,25,1+1,Karlovy Vary,112.54934295033962,Karlovy Vary,Karlovy Vary
1345,5000,22,2+kk,Sokolov,125.1669826990543,Sokolov,Sokolov
1346,8000,38,3+kk,"Mariánské Lázně, okres Cheb",124.61430425923018,Mariánské Lázně,Mariánské Lázně
1349,5000,29,2+1,"Habartov, okres Sokolov",133.95036937240263,Habartov,Habartov
1350,11000,41,3+kk,Cheb,146.69689717786414,Cheb,Cheb
1351,8000,32,2+kk,Cheb,147.20125883826069,Cheb,Cheb
1352,7000,23,2+kk,"Karlovy Vary - Stará Role, okres Karlovy Vary",114.23814467048449,Karlovy Vary - Stará Role,Karlovy Vary
1353,7000,28,1+1,"Františkovy Lázně, okres Cheb",147.9736425700904,Františkovy Lázně,Františkovy Lázně
1354,6000,20,1+1,"Františkovy Lázně, okres Cheb",148.16271638213186,Františkovy Lázně,Františkovy Lázně
1355,6000,31,2+1,Karlovy Vary,112.49387458698698,Karlovy Vary,Karlovy Vary
1356,7000,22,2+kk,"Františkovy Lázně, okres Cheb",148.71272524408246,Františkovy Lázně,Františkovy Lázně
1357,7000,35,2+1,Karlovy Vary,112.65028595232457,Karlovy Vary,Karlovy Vary
1358,4000,21,1+1,"Nejdek, okres Karlovy Vary",122.39468883668029,Nejdek,Nejdek
1359,5000,11,1+kk,Cheb,148.1370392963365,Cheb,Cheb
1360,7000,35,2+1,Cheb,146.72461424572458,Cheb,Cheb
1361,8000,44,2+1,Karlovy Vary,110.66855117017322,Karlovy Vary,Karlovy Vary
